id,name,description,label
3623,14782359 15706282 14780834 15645086 88 111 102 112,14976909 14782359 15706282 14780834 15645086 14976908 14782629 14786472 14925703 14925741 14794687 14782344 15710888 14924977 15252363 14846095 14786472 14854817 14925479 14782359 15706282 14720387 14852794 14860201 14782092 14976901 14785451 15710888 14924977 14846120 14847873 14925757 14849931 15636660 14925706 14849931 14854800 15252363 14849931 15636660 14925706 14849931 15710084 15252363 14849931 15636660 14849931 14854800 14925710 14721162 15637945 14859681 14790566 14859144 15252363 14793894 15708596 14925706 14849931 14857861 14789542 14720387 14715310 14854577 15637383 15704454 14976901 14794687 14782344 14728340 14785176 14849929 15252363 14924455 14846120 14924962 14784674 14719884 14788744 14925741 14782359 15706282 14720387 15704228 15630477 14976901 14844592 14924436 14847384 15697082 14852485 14925708 15252381 54 14976902 14785451 14850999 14849964 14785422 53 62 55 55 55 14924446 14785190 14782359 15706282 14976901 53 14976902 14790844 14847399 14780821 15705739 14786971 14847384 15697082 15252363 14717871 14782384 14846120 14924962 14784674 15706277 14786971 14846610 14925709 15637157 14720387 14782359 14728366 14976901 52 14976902 14783400 14781318 15706282 15636660 15710612 14844578 15252363 14717871 14782384 14924436 15641995 14785715 14847399 14924216 14781104 14976901 51 14976902 14925710 14721162 15637945 14859681 14790566 14859144 15252363 14794687 14782344 14785715 14847399 14720387 14714546 14791612 14853021 14846111 14976901,14783134 15697333 14854817 14925479
3624,14844546 14717874 14923930,14850238 15706538 14728340 14784923 14846093 14782641 14846090 15638927,14924216 14781104 14717848 14791612
3625,14723769 14847927 14785469 88 102 105 99 117 104 110 99,14723769 14847927 14785469,14847385 14844587 14848641 14847398
3626,126 114 105 99 114 102 114 115 104 88 102 105 99 117 104 110 99,15710881 15697555 14727830 15710359 14717871,14786237 15697082 14722731 14924977
3627,116 111 110 109 110 98 97 114 54 53 52 51,15706282 15636660 15632285 14923942,15632285 15706536 14721977 14925219
3628,14846121 14858900 15697796 14847139 14785469,14925703 14789561 14788518 14851242 15697796 14847139 15710594 14847406 15710888 14924977,14847385 14844587 14848641 14847398
3629,14858665 14783400 14924959,14783400 14924959 14925219 14786452,15630486 15702410 14718849 15709093
3630,109 111 125 88 109 118 117,15710364 14846865 15697794 14785469 14851759 14925245 14726332 14728344 14859667 14717871,14786237 15697082 14722731 14924977
3631,73 98 112 116 87 107 102 126 67 98 106 104,73 98 112 116 87 107 102 126 67 98 106 104,14782903 15634620 15638402 15706300
3632,15641235 14857628 15699126 15706282 88 110 104 116,15706282 15636660 14925219 14925205,14783134 15697333 14854817 14925479
3633,15709088 14784667 14858412 15710881 42 14846143 14785469 14724264,15709088 14784667 14858412 15710881 14846143 14785469 14724264 14786472 14925757 14859960 14853024 14720387 15637633 15705218 14723510 14781585 15710881 14846143 14785469 14859143 14846102 14720387 14850991 14728632 14780834 14846610 15710359 15710612 14720387 14859667 14717871 15252363 14846143 14785469 15710367 14846120 14924962 15632285 15710336 14785451 14859667 14717871 14854539 14782359 14780567 14784667 14976902 15705218 14846655 15709088 14976902 15710367 14784667 15252363 14785157 15709118 14925709 14924711 15252363 15709118 14717871 14728340 14723472 14723726 14783626 14924443 15252363 15697803 14925715 14846143 14785469 15696045 14717878 14780834 14846610 15252363 15696045 14717878 15630986 14727849 14976901,14844093 15705739 14854331 15699885
3634,14858412 15632277 14849695 88 110 72 84,14844591 14851258 14858412 15632277 14849695 14925703 15708848 14844588 14846625 14727587 15697549 15252358 14782903 15644059 15704198 15634620 15252363 15705739 14925725 14925219 14791302 15252363 14925463 15708580 14782631 15638167 15252358 14925716 14925757 14858412 15632277 14925725 14847398 14849695 14854557 14847921 14720387 14856354 14844592 14721689 14851759 15252363 14846120 14844554 15709118 14727587 14846102 14791609 14924977 14719146 14923942 15252363 14924472 14717871 14925703 14785423 14858166 14846120 14781602 14785422 14925709 14846596 14854565 14782384 15252358 14925203 14853024 14847384 15697082 15252363 14728350 14924455 14860193 14785186 14782631 15638167 14924216 14781104 15252363 14719878 14782641 14719878 14847388 14719878 14858372 15252381 54 39 14844554 15709118 14727587 14846102 15632285 14719138 14719146 14923942 15252381 14846120 14844554 15709118 14727587 14846102 14791609 14924977 14976902 15634601 15639967 14924977 14976902 14723769 14783409 15632285 14719138 14719146 14923942 15252363 14783409 14846102 14716337 14780294 14925703 14720169 14925185 14713777 15252358 53 39 14924216 14781104 14723494 14718849 14854565 14782384 14785186 14717874 15252381 14854565 14782384 14785186 14717874 15252363 14846120 14786237 15697082 14786489 14721981 14854565 14782384 14923942 14780072 14859953 14858898 15636660 15252363 14925703 15635369 14788480 15706551 14854565 14782384 15706533 14846610 14849419 15637383 14792325 15252363 15637896 14782641 14784674 14782137 15252380,14924216 14781104 14717848 14791612
3635,14850999 15696308 67 78,15639447 15639209 72 53 72 14859667 14717871 15252363 14728632 14925709 14714302 15639447 15252363 14925708 14728632 14846097 15639447 14976901,14924216 14781104 14717848 14791612
3636,14786237 15697082 15706282 15636660 14785469 14851759 14925245 51 50 49 48,14717874 15635335 14785469 14851759 14925245,14847385 14844587 14848641 14847398
3637,15698579 14784922 14858665 15706297 15706282 15636660 15706241 14847916,14728632 14925709 15636660 15639958 14720179 14783914,15632285 15706536 14721977 14925219
3638,15696569 15639705 14844093 15705739,15696569 15639705 14844093 15705739 70 87 87 14786472 14925703 14789561 14782910 14924216 14925245 14924971 14844093 15705739 14720387 14858370 14852992 15710888 14924977 15252363 15706542 14785422 15710881 14720387 14785420 14846092 14849419 14782631 15710881 14720387 14785420 14846092 15631546 15697082 14925228 14846096 14786237 14779040 14844093 14715319 14860193 14785186 14720387 14782910 14924216 14925452 14852995 14976901 14925716 15710881 14786472 14925245 14924971 14844093 15705739 14858370 14852992 14720387 14925703 14925741 14852794 14856354 14844592 15252363 15637896 14846124 15637896 14847927 14976901 14976901 14976901 14782631 15637383 15635128 14782641 15634611 14723726 14858626 14925703 15635369 14925708 14846610 14783626 14924443 14782910 14924216 15252363 15710367 14846120 14924962 15639939 14728609 15638147 15710358 14720387 14846143 14785469 15699333 14728609 14782641 15634611 15252363 15696569 15639705 15637896 14782641 14925757 14779823 14785418 14847398 14976901,14924216 14781104 14717848 14791612
3639,14925751 14783409 14848641 14854577 14783409 15635633 14780567 15630741,14783409 14789561 14782359 14847384 14849929 15252363 14780567 14721981 14783409 14789561 14782359 14847384 14923942 14780072 14846093 14783409 14789561 15630486 15639962,15630486 15702410 14718849 15709093
3640,104 106 126 100 102 117 88 102 105 99 117 104 110 99,15708328 14844338 14783914 14781858,14844093 15705739 14854331 15699885
3641,14716606 14785186 14717874 88 102 105 99 117 104 110 99,14716606 14785186 14717874 102 119 119 15637633 14782359 15706536 15639705 15706282 15636660 15252363 14717871 14782384 15706282 15636660 14844596 15635369 14854800 14784411 14726053,15632285 15706536 14721977 14925219
3642,104 119 98 105 115 102 107 108 115 98 116 115 88 102 105 99 117 104 110 99,14854542 14846612 14854334 15706549,15632285 15706536 14721977 14925219
3643,14925738 14717874 14844093 15705739,14846143 14785469 14844093 15710367 15710881 14780567 15630741,14844093 15705739 14854331 15699885
3644,78 83 74 70 54 55 14780832 14847921 14724264 88 14925738 15699126 14789284 14859144 14716559,14925703 14789561 14783400 14781318 14924216 14784445 15706553 14852992 14780832 14847921 14720387 15710888 14924977 15252363 14789283 14859667 14717871 14925757 14780832 14847921 14724264,14786237 15697082 14722731 14924977
3645,14858120 76 14786237 15697082 88 70 105 99 117 104 110 99,76 42 111 104 106 98 14783155 14924436 14786237 15697082 14854577 14857858 15704228 14844340 14782910 14788239 14786472 14925703 14852752 15637145 14860223 14844591 15637157 14720387 14726332 14728344 14850444 14786237 15697082 14854577 14857858 15704228 14844340 14782910 14788239 15252363 14717878 54 52 14925741 14925706 14849931 14858917 14780294 14846095 14720191 14925205 14844596 15697555 14720387 14925216 14849158 14728323 14849935 15697803 14782359 15252363 14846120 14924962 15632285 15710336 14782092 14785469 70 87 87 14780832 14847921 14858166 15697082 15706542 14854577 14925738 14720387 14925703 14847872 15631546 14846111 14782359 14786237 15697082 14716337 14780294 14976901,14786237 15697082 14722731 14924977
3646,14923942 14925751 14716590 14791302,14716590 14791302 14859956 14846135,14924216 14781104 14717848 14791612
3647,14785422 14853303 14717874 14854807 14925473 15706536 15639705 14716559,14785451 15710888 14924977 14783400 14781318 14788539 14859144 14925757 115 127 115 43 39 109 119 96 43 39 114 106 99 14925473 15700110 14720387 15638402 15706300 43 39 14780567 14924188 14717871 14782384 14784411 14726053 84 67 14846630 14925738 14782087 14785422 14851257 14925473 14976901 15697803 14925715 14716606 14847916 14847399 14844578 14925185 14782848 14785451 14720179 14780834 15710891 14781093 14782359 15706282 15636660 14720387 14785422 14853303 15638402 15706300 14847384 15697082 14976901 39 39 39 39 14785422 14853303 15638402 15706300 15632285 15710336 14846132 14925709 15704213 14720387 14785424 15706300 14781326 15635881 14859143 14849960 14976901 14785451 15710888 14924977 15630464 14717871 14925185 14717878 14721174 14853024 15706536 15639705 14780567 14924188 14720387 74 84 68 15252367 15706536 15639705 15706282 15636660 14925206 14854565 14782384 14724264 15252366 14924443 14925757 15706282 15636660 14849935 14782359 14859154 14783625 47 15637383 15704454 14727830 14728347 14791302 15630472 14783400 14781318 46 15252363 15645855 15706531 14846850 14849964 14717872 14853303 14849419 14852788 14853303 14925731 14721162 15636660 14794135 15252363 14782631 15637383 14854542 15705218 14844593 14854532 15710888 14924977 15252363 14846644 14846120 14924962 14925738 14782848 15710361 14728362 15638402 15706300 14782848 14724263 14976901 14924937 15697803 15704228 14783417 14779823 14720387 14719931 14719644 14976901,14782903 15634620 15638402 15706300
3648,115 126 112 54 88 102 105 99 117 104 110 99,14859143 14858372 14713229 14854554 14925206 14717874 15706266 14782092 15705775 102 105 99 117 104 110 99 14716559 102 119 119,14786237 15697082 14722731 14924977
3649,14717874 14923942 15637633 14851237 88 14858626 14858118 14854815,14786237 14779040 14854577 14859690 14925757 14925738 14851258 14717874 14923942 15640254 14720169 14924472 14717871 14720387 70 87 87 78 67 15252363 15706274 70 87 87 78 67 14852995 14925193 14858626 14858118 14854815 14716337 14780294 15252363 14849929 14728362 14924701 14924472 14717871 14782903 14720387 70 87 87 78 67 14785186 14785720 14781093 14789283 70 87 87 78 67 14976901,14856354 14844592
3650,14854554 14854554 14856371 14853292 42 14858412 14925463 14849960 15701406 78 72 84,14854554 14854554 14856371 14853292 42 14858412 14925463 14849960 15701406,14844856 14724258 14925237 14854807
3651,15701668 14721979,79 50 14727830 14724254 39 14860171 14785436 14717871 39 127 110 102 104 126 114 102 105 39 15706282 15636660,14856354 14844592
3652,112 119 88 98 100 102 107 107 88 112 98 101,15706282 15636660 15706241 14847916,14856354 14844592
3653,14846601 14925757 15706282 15636660 14847406 14782092,14846601 14925757 14925216 14849158 15706282 15636660 14847406 14782092,14924216 14781104 14717848 14791612
3654,15709825 15709825 15706282 15636660 15697549 14853038 14847406 14782092,15710366 14786472 14925703 14789561 14846850 14781611 14786237 15697082 15697549 14853038 15252363 15706282 15636660 14783914 14781858 15252363 14723990 15706266 14859962 15645855 14723726 14847384 15697082 14720387 14856118 14925463 15710888 14924977 14976901 14716606 15699637 14925703 15252381 14844591 14782910 14924426 14721468 14728632 14783400 14781318 54 41 15637633 14782359 14721174 14853024 15706536 15639705 14859197 14853024 14720387 14721468 14728632 15706282 15636660 14859154 14783625 15252363 14846120 14924962 14850991 14721468 14728632 14785190 14924977 14925708 14854553 14715319 15641759 14783119 14715264 14720387 15706282 15636660 15706241 14847916 14976902 15706282 15636660 14849935 14782359 14976901 53 41 14785451 14850999 14723990 15706266 14859668 14850991 15710361 14780834 112 110 97 110 14782641 14786237 15697082 14849931 14789282 14785715 14782903 14925206 14724264 14723990 15706266 14859668 15252363 15706542 14924455 14850991 14721468 14728632 14785190 14924977 14925708 14782631 14856361 14847916 14720387 15638402 15706300 14723990 15706266 14976901 52 41 14785451 14850999 14859197 14853024 14720387 14721468 14728632 14846102 15636660 14925245 14783400 14781318 14786217 15632285 15706266 14852788 14976902 14786217 15632285 15706266 14717872 14976902 14786217 15632285 15706266 14858134 14852788 14976902 14786217 15632285 15706266 14852788 14724258 14976902 14925723 14846864 15706266 14976902 14851228 14856346 15706266 14976902 14846135 14794425 15706266 14976902 14794385 14846608 15706266 14976902 14726563 15706282 14976902 14792116 14846608 15706266 14976901 15706542 14924455 14850991 14925706 15699382 14925703 14847873 15635894 14791302 15630472 14720387 14785190 14924977 14925708 14925228 14846096 14844591 14851258 14849923 14850999 14782910 15708039 14728350 14924455 14860193 14785186 14720387 14925463 15708580 14976901 14716606 15699637 14925195 15252381 14785415 14786237 15697082 14720387 15697549 14853038 14785469 14851759 14925245 14785451 15710888 14924977 14720387 14786237 15697082 15697549 14853038 14847384 15697082 15637633 14782359 14925185 14925725 14844290 14785415 14786237 15697082 14720387 14851257 14714546 14785469 14851759 14925245 14780834 14846116 14976901 14851257 14714546 14785469 14851759 14925245 14850237 14925193 67 98 98 119 86 70 14785469 14851759 15252363 14786472 14720169 14847626 14860165 14851005 14925738 14786237 15697082 14859681 14785415 15641759 14720387 14785469 14851759 14925245 14976901 14854532 15637633 14782359 14925185 15697549 14853038 14976902 14723990 15706266 14976902 14782903 15634620 14976902 14720697 14721174 14976902 14786456 14859680 14976902 15706256 15706250 14976902 15698075 15710134 14976902 14727356 15706262 14976902 14844587 14925219 14976902 14717874 14858934 14976902 14853038 14792595 14976902 14782641 15634611 14723726 14723726 14847384 15697082 15252363 14858940 14859666 14721173 14785159 14925703 14847872 14858120 15645827 15646630 14723726 15646630 15697292 15697549 14853038 14859667 14717871 14976901 14716606 15699637 14925710 15252381 14785715 15696045 14717878 14785715 14859143 14783417 15710366 14786472 14925703 14925741 14844591 14792598 14846085 14925705 14720387 14782641 14924964 15252363 14782087 14785422 14717871 14782384 14850688 14846120 15696045 14717878 14846102 14860164 14723990 15706266 15252363 14782087 14785422 14723990 15706266 14850688 14846120 15705516 14714302 15708825 14976902 15706243 15706557 14976902 14783409 15700104 14782353 14786472 14847873 14925228 15252363 14782087 14785422 14723990 15706266 14720387 14854566 14788543 14850688 14786472 14717878 14844591 14924436 14717871 14782384 14781837 14844596 15252363 14785451 15710888 14924977 14788542 14781097 14717871 14782384 14720387 14791612 15708292 14859681 14925757 14717871 14782384 15630472 15711660 14854557 14847921 14925185 14925703 14852752 14854539 14848387 14720387 15630486 14860166 14852753 14847414 14924436 14726332 14976901,14924216 14781104 14717848 14791612
